ID	Pe	Time	Y
5	5	14	134.168257
6	6	14	176.0269237
7	7	14	106.7969237
8	8	14	178.124257
9	9	14	190.5179237
10	10	14	166.1315904
11	11	14	179.2925904
12	12	14	221.0865904
13	13	14	148.860257
14	14	14	193.1785904
15	15	14	117.6294237
16	16	14	187.4169237
17	17	14	167.8055904
18	18	14	120.2199237
19	19	14	132.6739237
20	20	14	188.112257
21	21	14	193.3909237
22	22	14	199.591757
23	23	14	200.889257
24	24	14	177.627257
25	25	14	197.9125904
26	26	14	185.6489237
27	27	14	150.0839237
28	28	14	147.9310904
29	29	14	236.7340904
30	30	14	264.806257
31	31	14	119.3425904
32	32	14	148.781257
33	33	14	252.8595904
34	34	14	157.7179237
35	35	14	161.8249237
36	36	14	192.2299237
37	37	14	139.2550904
38	38	14	194.1729237
39	39	14	121.1235904
40	40	14	167.552757
41	41	14	184.3204237
42	42	14	199.0339237
43	43	14	231.1425904
44	44	14	175.6769237
45	45	14	180.865257
46	46	14	164.6359237
47	47	14	155.3725904
48	48	14	232.4224237
49	49	14	183.1524237
50	50	14	182.9985904
51	51	14	163.019257
52	52	14	210.057257
53	53	14	229.603257
54	54	14	189.721257
55	55	14	205.7755904
56	56	14	140.6329237
57	57	14	122.060257
58	58	14	175.6689237
59	59	14	139.0139237
60	60	14	177.450257
61	61	14	143.2565904
62	62	14	155.680757
63	63	14	172.2765904
64	64	14	238.0229237
65	65	14	228.900257
66	66	14	208.4115904
67	67	14	144.499257
68	68	14	131.6469237
69	69	14	201.3619237
70	70	14	226.3445904
71	71	14	161.346257
72	72	14	159.1595904
73	73	14	180.4559237
74	74	14	230.740257
75	75	14	212.636257
76	76	14	139.9595904
77	77	14	223.064257
78	78	14	127.6769237
79	79	14	153.068257
80	80	14	164.4065904
81	81	14	170.1449237
82	82	14	163.513757
83	83	14	200.8599237
84	84	14	182.7575904
85	85	14	142.6909237
86	86	14	152.8600904
87	87	14	166.1489237
88	88	14	148.6579237
89	89	14	131.457257
1	1	15	216.752217
2	2	15	194.4498836
3	3	15	166.4948836
4	4	15	157.729217
5	5	15	154.1428836
6	6	15	206.611217
7	7	15	128.5670503
8	8	15	213.1073836
9	9	15	225.5868836
10	10	15	197.5028836
11	11	15	208.7348836
12	12	15	264.3103836
13	13	15	173.219217
14	14	15	230.0415503
15	15	15	143.1558836
16	16	15	215.4425503
17	17	15	205.5028836
18	18	15	139.6645503
19	19	15	156.1458836
20	20	15	232.8688836
21	21	15	223.928217
22	22	15	229.846717
23	23	15	230.4635503
24	24	15	205.534217
25	25	15	222.9613836
26	26	15	215.436217
27	27	15	175.2393836
28	28	15	175.149717
29	29	15	287.8468836
30	30	15	317.1795503
31	31	15	139.033217
32	32	15	171.931217
33	33	15	296.9628836
34	34	15	185.3318836
35	35	15	190.6128836
36	36	15	226.843717
37	37	15	167.2855503
38	38	15	232.9058836
39	39	15	140.3825503
40	40	15	195.971217
41	41	15	215.0943836
42	42	15	228.9978836
43	43	15	262.717217
44	44	15	210.107217
45	45	15	201.1618836
46	46	15	192.8230503
47	47	15	187.7245503
48	48	15	266.5108836
49	49	15	215.3833836
50	50	15	206.304217
51	51	15	194.957217
52	52	15	256.2578836
53	53	15	273.6985503
54	54	15	229.6395503
55	55	15	243.750217
56	56	15	167.8168836
57	57	15	143.5498836
58	58	15	203.575217
59	59	15	160.1755503
60	60	15	211.1798836
61	61	15	169.0268836
62	62	15	180.4725503
63	63	15	208.7920503
64	64	15	278.2025503
65	65	15	270.5798836
66	66	15	241.815217
67	67	15	175.3910503
68	68	15	158.5245503
69	69	15	232.8608836
70	70	15	256.700217
71	71	15	183.7638836
72	72	15	184.019217
73	73	15	211.2898836
74	74	15	273.0438836
75	75	15	244.198217
76	76	15	162.383217
77	77	15	256.5915503
78	78	15	141.421717
79	79	15	177.2080503
80	80	15	192.862217
81	81	15	205.956217
82	82	15	186.7620503
83	83	15	235.9888836
84	84	15	204.012217
85	85	15	167.049217
86	86	15	186.6225503
87	87	15	186.6925503
88	88	15	174.0145503
89	89	15	151.1488836
1	1	16	235.3586214
2	2	16	233.160288
3	3	16	188.5439547
4	4	16	184.4799547
5	5	16	175.0379547
6	6	16	225.3236214
7	7	16	141.7991214
8	8	16	233.4061214
9	9	16	252.7749547
10	10	16	224.9226214
11	11	16	230.0649547
12	12	16	301.3666214
13	13	16	188.2516214
14	14	16	254.514288
15	15	16	163.6824547
16	16	16	242.522288
17	17	16	218.9729547
18	18	16	152.6016214
19	19	16	172.9496214
20	20	16	267.3036214
21	21	16	248.231288
22	22	16	267.0674547
23	23	16	264.0226214
24	24	16	225.7601214
25	25	16	246.8531214
26	26	16	241.5506214
27	27	16	196.9209547
28	28	16	191.2029547
29	29	16	328.3631214
30	30	16	360.6586214
31	31	16	157.6889547
32	32	16	192.959288
33	33	16	327.5529547
34	34	16	215.3169547
35	35	16	213.3359547
36	36	16	257.1974547
37	37	16	174.1691214
38	38	16	264.2529547
39	39	16	162.5406214
40	40	16	217.2089547
41	41	16	233.4371214
42	42	16	265.7889547
43	43	16	280.308288
44	44	16	240.514288
45	45	16	226.7886214
46	46	16	213.2436214
47	47	16	199.689288
48	48	16	302.9384547
49	49	16	237.4629547
50	50	16	226.4709547
51	51	16	219.1486214
52	52	16	283.6006214
53	53	16	305.664288
54	54	16	260.5769547
55	55	16	270.854288
56	56	16	191.7746214
57	57	16	154.6426214
58	58	16	230.6869547
59	59	16	175.918288
60	60	16	237.1269547
61	61	16	190.5386214
62	62	16	202.1739547
63	63	16	228.8384547
64	64	16	306.7036214
65	65	16	294.9806214
66	66	16	274.0286214
67	67	16	189.4116214
68	68	16	172.9849547
69	69	16	261.1116214
70	70	16	291.496288
71	71	16	205.1389547
72	72	16	206.165288
73	73	16	233.5506214
74	74	16	300.3496214
75	75	16	261.5646214
76	76	16	181.967288
77	77	16	278.8309547
78	78	16	150.0129547
79	79	16	204.2376214
80	80	16	209.2656214
81	81	16	231.5064547
82	82	16	208.054788
83	83	16	264.3886214
84	84	16	227.6266214
85	85	16	188.9619547
86	86	16	202.6366214
87	87	16	207.063288
88	88	16	195.454288
89	89	16	170.6559547
1	1	17	265.8015565
2	2	17	271.7842232
3	3	17	215.1372232
4	4	17	213.8428898
5	5	17	204.0302232
6	6	17	254.7172232
7	7	17	158.8708898
8	8	17	274.1547232
9	9	17	282.9753898
10	10	17	260.7632232
11	11	17	271.8278898
12	12	17	350.5768898
13	13	17	209.5408898
14	14	17	283.4338898
15	15	17	184.1733898
16	16	17	281.8122232
17	17	17	252.4738898
18	18	17	172.3065565
19	19	17	198.8432232
20	20	17	297.5658898
21	21	17	282.7898898
22	22	17	316.3440565
23	23	17	313.4375565
24	24	17	260.6767232
25	25	17	288.7400565
26	26	17	283.7945565
27	27	17	224.8768898
28	28	17	224.3178898
29	29	17	374.5100565
30	30	17	412.9092232
31	31	17	183.2435565
32	32	17	228.7428898
33	33	17	372.8508898
34	34	17	249.7958898
35	35	17	245.8722232
36	36	17	296.3000565
37	37	17	200.7042232
38	38	17	301.4482232
39	39	17	186.0595565
40	40	17	248.1052232
41	41	17	278.8068898
42	42	17	294.5738898
43	43	17	322.7425565
44	44	17	281.9682232
45	45	17	266.2312232
46	46	17	244.7048898
47	47	17	233.2055565
48	48	17	354.4092232
49	49	17	271.2747232
50	50	17	271.4852232
51	51	17	247.7945565
52	52	17	311.4748898
53	53	17	348.9258898
54	54	17	296.0257232
55	55	17	306.3378898
56	56	17	212.8452232
57	57	17	164.7828898
58	58	17	261.7588898
59	59	17	204.4272232
60	60	17	281.0162232
61	61	17	222.7002232
62	62	17	233.2145565
63	63	17	260.4090565
64	64	17	365.9112232
65	65	17	336.1708898
66	66	17	317.7848898
67	67	17	221.7490565
68	68	17	200.4232232
69	69	17	305.0848898
70	70	17	343.6702232
71	71	17	240.7112232
72	72	17	249.6375565
73	73	17	273.0872232
74	74	17	342.0422232
75	75	17	296.1192232
76	76	17	212.3092232
77	77	17	312.5972232
78	78	17	180.6490565
79	79	17	238.1620565
80	80	17	243.3095565
81	81	17	251.9750565
82	82	17	242.3052232
83	83	17	302.4852232
84	84	17	255.6962232
85	85	17	222.9635565
86	86	17	226.0132232
87	87	17	245.0068898
88	88	17	227.3405565
89	89	17	202.0462232
1	1	18	298.4623234
2	2	18	305.1596567
3	3	18	256.41599
4	4	18	242.0546567
5	5	18	238.23999
6	6	18	295.07099
7	7	18	178.9991567
8	8	18	326.52899
9	9	18	329.8333234
10	10	18	296.92599
11	11	18	321.31899
12	12	18	403.5728234
13	13	18	242.7353234
14	14	18	325.5146567
15	15	18	211.81849
16	16	18	323.51899
17	17	18	289.3053234
18	18	18	204.5123234
19	19	18	226.9256567
20	20	18	338.5283234
21	21	18	318.44899
22	22	18	368.2881567
23	23	18	367.5076567
24	24	18	306.44749
25	25	18	335.4246567
26	26	18	341.3416567
27	27	18	266.6023234
28	28	18	269.7451567
29	29	18	422.74599
30	30	18	470.89399
31	31	18	210.7516567
32	32	18	266.5413234
33	33	18	430.8973234
34	34	18	283.8966567
35	35	18	274.3813234
36	36	18	338.44949
37	37	18	228.4741567
38	38	18	350.2896567
39	39	18	209.64499
40	40	18	278.3286567
41	41	18	327.33599
42	42	18	342.0533234
43	43	18	368.8056567
44	44	18	317.03799
45	45	18	301.97699
46	46	18	282.72849
47	47	18	252.0523234
48	48	18	408.82849
49	49	18	304.6276567
50	50	18	311.67799
51	51	18	285.36399
52	52	18	360.2283234
53	53	18	409.0113234
54	54	18	327.8258234
55	55	18	342.2583234
56	56	18	241.8346567
57	57	18	189.0463234
58	58	18	299.6486567
59	59	18	237.41599
60	60	18	309.66799
61	61	18	247.9573234
62	62	18	271.3803234
63	63	18	305.2431567
64	64	18	425.4173234
65	65	18	389.3373234
66	66	18	363.9416567
67	67	18	257.50549
68	68	18	233.93199
69	69	18	355.63299
70	70	18	398.6356567
71	71	18	272.0706567
72	72	18	292.9996567
73	73	18	313.2596567
74	74	18	387.3773234
75	75	18	334.0508234
76	76	18	246.2156567
77	77	18	352.8766567
78	78	18	206.1291567
79	79	18	272.0441567
80	80	18	278.4286567
81	81	18	281.14149
82	82	18	281.7271567
83	83	18	343.9666567
84	84	18	290.1126567
85	85	18	256.0753234
86	86	18	266.6781567
87	87	18	280.6703234
88	88	18	263.4001567
89	89	18	226.72199
1	1	19	338.3994998
2	2	19	336.7908331
3	3	19	280.9694998
4	4	19	269.9851664
5	5	19	273.6484998
6	6	19	329.0784998
7	7	19	200.9903331
8	8	19	363.3273331
9	9	19	377.6886664
10	10	19	332.8168331
11	11	19	361.2361664
12	12	19	450.5094998
13	13	19	274.2684998
14	14	19	362.8811664
15	15	19	239.2198331
16	16	19	352.2444998
17	17	19	325.1961664
18	18	19	227.9238331
19	19	19	260.9218331
20	20	19	382.0848331
21	21	19	353.7791664
22	22	19	407.5869998
23	23	19	397.1838331
24	24	19	344.9563331
25	25	19	373.6998331
26	26	19	392.5671664
27	27	19	304.6591664
28	28	19	303.6258331
29	29	19	485.8631664
30	30	19	537.6148331
31	31	19	235.7488331
32	32	19	297.7464998
33	33	19	486.9804998
34	34	19	320.2798331
35	35	19	309.6138331
36	36	19	382.3103331
37	37	19	252.5106664
38	38	19	391.7884998
39	39	19	237.0254998
40	40	19	302.9206664
41	41	19	366.8308331
42	42	19	379.5358331
43	43	19	407.0831664
44	44	19	360.2386664
45	45	19	335.1661664
46	46	19	315.2259998
47	47	19	273.7381664
48	48	19	457.4309998
49	49	19	329.7603331
50	50	19	345.3511664
51	51	19	319.8448331
52	52	19	403.1498331
53	53	19	465.8231664
54	54	19	365.7846664
55	55	19	389.1054998
56	56	19	278.1108331
57	57	19	210.5948331
58	58	19	345.0891664
59	59	19	259.3804998
60	60	19	340.3054998
61	61	19	268.7474998
62	62	19	301.6983331
63	63	19	348.9829998
64	64	19	473.4484998
65	65	19	436.9321664
66	66	19	382.3408331
67	67	19	290.7863331
68	68	19	260.6038331
69	69	19	408.3441664
70	70	19	439.5458331
71	71	19	303.6824998
72	72	19	316.2071664
73	73	19	344.3771664
74	74	19	431.7984998
75	75	19	379.7311664
76	76	19	268.5061664
77	77	19	393.7431664
78	78	19	223.1084998
79	79	19	302.3091664
80	80	19	311.4528331
81	81	19	315.9584998
82	82	19	310.7983331
83	83	19	392.9134998
84	84	19	317.0511664
85	85	19	291.7321664
86	86	19	309.6516664
87	87	19	300.5508331
88	88	19	297.7084998
89	89	19	247.1571664
1	1	20	374.8945618
2	2	20	387.9225618
3	3	20	316.6762284
4	4	20	311.8812284
5	5	20	304.6088951
6	6	20	369.8938951
7	7	20	229.5812284
8	8	20	398.9307284
9	9	20	426.3945618
10	10	20	377.2178951
11	11	20	402.5445618
12	12	20	510.6790618
13	13	20	302.4352284
14	14	20	411.1632284
15	15	20	271.5008951
16	16	20	390.1985618
17	17	20	362.5082284
18	18	20	252.6462284
19	19	20	285.9052284
20	20	20	433.1118951
21	21	20	394.3428951
22	22	20	446.2105618
23	23	20	446.5368951
24	24	20	384.4077284
25	25	20	426.7998951
26	26	20	443.6452284
27	27	20	333.9618951
28	28	20	337.6233951
29	29	20	557.0992284
30	30	20	602.5178951
31	31	20	259.0372284
32	32	20	332.0298951
33	33	20	564.4928951
34	34	20	360.4175618
35	35	20	348.1975618
36	36	20	430.2060618
37	37	20	276.7612284
38	38	20	437.4175618
39	39	20	266.9965618
40	40	20	337.0023951
41	41	20	411.1948951
42	42	20	437.8182284
43	43	20	459.4025618
44	44	20	412.2262284
45	45	20	384.8778951
46	46	20	348.8445618
47	47	20	301.9145618
48	48	20	509.3115618
49	49	20	359.1763951
50	50	20	380.3918951
51	51	20	358.7762284
52	52	20	465.2262284
53	53	20	511.4862284
54	54	20	409.4663951
55	55	20	447.5632284
56	56	20	309.6845618
57	57	20	232.0218951
58	58	20	386.8955618
59	59	20	287.8368951
60	60	20	371.3335618
61	61	20	302.7858951
62	62	20	335.9547284
63	63	20	390.2493951
64	64	20	518.9728951
65	65	20	496.7038951
66	66	20	431.0705618
67	67	20	317.3630618
68	68	20	284.5798951
69	69	20	452.8378951
70	70	20	496.5252284
71	71	20	338.8215618
72	72	20	357.0672284
73	73	20	382.1412284
74	74	20	482.8562284
75	75	20	430.8065618
76	76	20	303.4908951
77	77	20	439.9992284
78	78	20	245.0537284
79	79	20	349.7525618
80	80	20	349.4792284
81	81	20	345.5435618
82	82	20	361.3357284
83	83	20	438.8878951
84	84	20	359.2325618
85	85	20	328.7555618
86	86	20	342.0602284
87	87	20	330.5308951
88	88	20	339.4240618
89	89	20	279.9975618
